NDVI,LST
0.656426,14.76
0.611786,7.7366666
0.472834,31.1436
0.513625,11.6646666
0.659369,6.4577686
0.50354,18.45625
0.617843,21.318
0.547465,20.4142424
0.608402,10.83
0.674904,18.77
0.448412,16.6416758
0.53404,17.6018762
0.385054,15.8283334
0.536148,18.01
0.624118,28.6229578
0.523643,25.9042858
0.538799,7.1332076
0.329875,26.1354546
0.585081,17.718
0.472904,24.5923078
0.524633,22.17
0.697144,22.67
0.564743,22.01
0.468836,18.7397562
0.544291,29.93
0.518813,22.5262264
0.560461,28.6766666
0.588574,5.11
0.600663,26.97
0.567611,22.078
0.610429,18.7974074
0.559342,20.6526666
0.56985,5.13
0.638351,19.79
0.461352,19.67
0.615137,19.35
0.592345,3.3272222
0.527271,27.29
0.568734,21.71
0.590484,10.0366666
0.620817,15.46
0.634834,20.661942
0.636726,15.2228814
0.546738,15.4788888
0.479998,31.3696492
